User_ID,Session_ID,Activities,Timestamp,Devices,Region,Channel,Product_Category,Payment_Method,Revenue,Bounce_Flag
USR00873,SES00873,Product View,2026-06-04 07:37:36,Desktop,East,Social Media,Sport,Credit Card,0.0,Yes
USR00874,SES00874,Visit,2026-06-09 09:18:13,Desktop,West,Organic,Fashion,Online,0.0,Yes
USR00874,SES00874,Product View,2026-06-09 09:25:13,Tablet,West,Organic,Fashion,Credit Card,0.0,Yes
USR00875,SES00875,Visit,2026-05-25 08:18:02,Desktop,South,Email,Fashion,Credit Card,0.0,Yes
USR00875,SES00875,Product View,2026-05-25 08:24:02,Tablet,West,Google Ads,Beauty,Online,0.0,Yes
USR00876,SES00876,Visit,2026-06-22 18:58:03,Desktop,Norht,Social Media,Electronics,Credit Card,0.0,Yes
USR00877,SES00877,Visit,2026-06-01 11:05:12,Desktop,South,Google Ads,Beauty,Online,0.0,Yes
USR00878,SES00878,Visit,2026-06-03 00:57:16,Tablet,Norht,Organic,Beauty,Credit Card,0.0,Yes
USR00879,SES00879,Visit,2026-06-04 21:31:35,Mobile,West,Email,Sport,Online,0.0,No
USR00879,SES00879,Product View,2026-06-04 21:35:35,Desktop,Norht,Friends,Sport,Credit Card,0.0,No
USR00879,SES00879,Add To Cart,2026-06-04 21:37:35,Tablet,South,Google Ads,Fashion,Online,0.0,No
USR00879,SES00879,Purchase,2026-06-04 21:44:35,Desktop,South,Friends,Fashion,Credit Card,1308.41,No
USR00880,SES00880,Visit,2026-05-26 00:54:32,Mobile,West,Friends,Sport,Credit Card,0.0,Yes
USR00881,SES00881,Visit,2026-06-09 19:25:22,Desktop,Norht,Organic,Beauty,Online,0.0,Yes
USR00881,SES00881,Product View,2026-06-09 19:28:22,Mobile,West,Google Ads,Electronics,Card,0.0,Yes
USR00882,SES00882,Visit,2026-05-27 03:13:30,Tablet,South,Organic,Fashion,Card,0.0,Yes
USR00882,SES00882,Product View,2026-05-27 03:15:30,Desktop,East,Organic,Sport,Online,0.0,Yes
USR00883,SES00883,Visit,2026-06-17 18:42:44,Desktop,East,Friends,Fashion,Credit Card,0.0,Yes
USR00884,SES00884,Visit,2026-06-22 10:57:47,Tablet,East,Organic,Electronics,Card,0.0,Yes
USR00885,SES00885,Visit,2026-06-16 11:41:01,Mobile,West,Email,Electronics,Credit Card,0.0,Yes
USR00885,SES00885,Product View,2026-06-16 11:45:01,Tablet,East,Friends,Sport,Online,0.0,Yes
USR00885,SES00885,Add To Cart,2026-06-16 11:47:01,Tablet,East,Organic,Home,Card,0.0,Yes
USR00886,SES00886,Visit,2026-06-23 16:24:00,Mobile,East,Email,Electronics,Credit Card,0.0,Yes
USR00886,SES00886,Product View,2026-06-23 16:29:00,Tablet,Norht,Google Ads,Beauty,Credit Card,0.0,Yes
USR00887,SES00887,Visit,2026-06-13 19:40:00,Mobile,East,Google Ads,Sport,Online,0.0,Yes
USR00887,SES00887,Product View,2026-06-13 19:47:00,Tablet,South,Email,Beauty,Card,0.0,Yes
USR00888,SES00888,Visit,2026-06-01 14:21:02,Mobile,East,Social Media,Sport,Credit Card,0.0,No
USR00889,SES00889,Visit,2026-06-18 16:54:30,Mobile,West,Friends,Sport,Online,0.0,Yes
USR00889,SES00889,Product View,2026-06-18 16:56:30,Tablet,West,Email,Home,Online,0.0,Yes
USR00889,SES00889,Add To Cart,2026-06-18 16:59:30,Mobile,South,Email,Fashion,Credit Card,0.0,Yes
USR00890,SES00890,Visit,2026-06-06 00:31:46,Desktop,East,Google Ads,Beauty,Online,0.0,Yes
USR00890,SES00890,Product View,2026-06-06 00:35:46,Desktop,Norht,Google Ads,Electronics,Credit Card,0.0,Yes
USR00891,SES00891,Visit,2026-06-02 13:45:59,Mobile,Norht,Organic,Beauty,Credit Card,0.0,No
USR00892,SES00892,Visit,2026-06-14 12:16:34,Desktop,South,Organic,Beauty,Credit Card,0.0,Yes
USR00892,SES00892,Product View,2026-06-14 12:18:34,Mobile,Norht,Organic,Electronics,Card,0.0,Yes
USR00892,SES00892,Add To Cart,2026-06-14 12:23:34,Desktop,East,Email,Fashion,Credit Card,0.0,Yes
USR00893,SES00893,Visit,2026-06-03 00:25:57,Tablet,South,Social Media,Home,Online,0.0,Yes
USR00893,SES00893,Product View,2026-06-03 00:28:57,Mobile,East,Organic,Fashion,Online,0.0,Yes
USR00893,SES00893,Add To Cart,2026-06-03 00:33:57,Tablet,Norht,Google Ads,Home,Online,0.0,Yes
USR00894,SES00894,Visit,2026-06-11 15:49:33,Tablet,West,Google Ads,Fashion,Card,0.0,Yes
USR00895,SES00895,Visit,2026-06-09 11:19:34,Tablet,South,Google Ads,Sport,Online,0.0,No
USR00895,SES00895,Product View,2026-06-09 11:24:34,Mobile,West,Email,Sport,Online,0.0,No
USR00895,SES00895,Add To Cart,2026-06-09 11:29:34,Mobile,East,Google Ads,Home,Online,0.0,No
USR00896,SES00896,Visit,2026-05-31 17:26:48,Mobile,East,Email,Fashion,Online,0.0,Yes
USR00897,SES00897,Visit,2026-06-18 20:21:05,Desktop,South,Organic,Sport,Card,0.0,Yes
USR00898,SES00898,Visit,2026-06-07 23:24:53,Desktop,South,Organic,Electronics,Credit Card,0.0,Yes
USR00898,SES00898,Product View,2026-06-07 23:28:53,Desktop,West,Social Media,Home,Credit Card,0.0,Yes
USR00899,SES00899,Visit,2026-05-27 18:35:07,Desktop,East,Organic,Fashion,Card,0.0,No
USR00899,SES00899,Product View,2026-05-27 18:37:07,Tablet,Norht,Organic,Sport,Online,0.0,No
USR00899,SES00899,Add To Cart,2026-05-27 18:42:07,Tablet,Norht,Email,Electronics,Card,0.0,No
USR00899,SES00899,Purchase,2026-05-27 18:44:07,Desktop,Norht,Social Media,Home,Card,482.82,No
USR00900,SES00900,Visit,2026-05-28 20:57:55,Mobile,South,Friends,Sport,Card,0.0,No
USR00900,SES00900,Product View,2026-05-28 21:04:55,Desktop,Norht,Friends,Home,Credit Card,0.0,No
USR00900,SES00900,Add To Cart,2026-05-28 21:08:55,Desktop,West,Organic,Beauty,Card,0.0,No
USR00900,SES00900,Purchase,2026-05-28 21:15:55,Mobile,South,Social Media,Home,Card,1605.77,No
USR00901,SES00901,Visit,2026-06-19 20:09:52,Mobile,East,Friends,Electronics,Credit Card,0.0,Yes
USR00902,SES00902,Visit,2026-06-19 10:55:45,Tablet,East,Social Media,Home,Credit Card,0.0,No
USR00902,SES00902,Product View,2026-06-19 10:57:45,Mobile,Norht,Organic,Beauty,Online,0.0,No
USR00903,SES00903,Visit,2026-06-08 21:58:12,Desktop,Norht,Google Ads,Home,Online,0.0,Yes
USR00903,SES00903,Product View,2026-06-08 22:03:12,Tablet,South,Organic,Sport,Online,0.0,Yes
USR00903,SES00903,Add To Cart,2026-06-08 22:07:12,Mobile,South,Social Media,Home,Online,0.0,Yes
USR00904,SES00904,Visit,2026-06-15 00:32:51,Desktop,South,Organic,Fashion,Online,0.0,Yes
USR00904,SES00904,Product View,2026-06-15 00:34:51,Mobile,West,Social Media,Home,Online,0.0,Yes
USR00904,SES00904,Add To Cart,2026-06-15 00:41:51,Mobile,East,Organic,Sport,Credit Card,0.0,Yes
USR00905,SES00905,Visit,2026-06-03 00:07:38,Desktop,South,Social Media,Home,Credit Card,0.0,No
USR00905,SES00905,Product View,2026-06-03 00:09:38,Mobile,South,Google Ads,Sport,Online,0.0,No
USR00906,SES00906,Visit,2026-06-13 20:40:51,Mobile,East,Social Media,Fashion,Card,0.0,No
USR00907,SES00907,Visit,2026-06-21 14:57:29,Tablet,East,Email,Beauty,Online,0.0,Yes
USR00908,SES00908,Visit,2026-06-10 13:24:25,Mobile,South,Google Ads,Sport,Credit Card,0.0,Yes
USR00909,SES00909,Visit,2026-06-10 18:32:11,Desktop,South,Google Ads,Fashion,Credit Card,0.0,Yes
USR00910,SES00910,Visit,2026-06-05 07:51:53,Desktop,East,Google Ads,Beauty,Card,0.0,No
USR00910,SES00910,Product View,2026-06-05 07:57:53,Desktop,South,Organic,Sport,Card,0.0,No
USR00910,SES00910,Add To Cart,2026-06-05 08:03:53,Desktop,East,Social Media,Electronics,Online,0.0,No
USR00910,SES00910,Purchase,2026-06-05 08:07:53,Desktop,East,Social Media,Electronics,Card,1439.56,No
USR00911,SES00911,Visit,2026-06-03 14:28:28,Tablet,Norht,Email,Beauty,Online,0.0,Yes
USR00912,SES00912,Visit,2026-06-02 13:41:32,Tablet,East,Organic,Fashion,Credit Card,0.0,Yes
USR00912,SES00912,Product View,2026-06-02 13:43:32,Tablet,Norht,Email,Sport,Online,0.0,Yes
USR00912,SES00912,Add To Cart,2026-06-02 13:48:32,Desktop,West,Organic,Sport,Online,0.0,Yes
USR00913,SES00913,Visit,2026-06-22 02:32:21,Desktop,Norht,Google Ads,Fashion,Credit Card,0.0,Yes
USR00913,SES00913,Product View,2026-06-22 02:35:21,Desktop,Norht,Google Ads,Electronics,Card,0.0,Yes
USR00913,SES00913,Add To Cart,2026-06-22 02:41:21,Tablet,East,Email,Sport,Online,0.0,Yes
USR00914,SES00914,Visit,2026-06-18 15:30:23,Desktop,West,Social Media,Home,Credit Card,0.0,Yes
USR00915,SES00915,Visit,2026-06-17 04:11:21,Tablet,South,Social Media,Sport,Online,0.0,Yes
USR00915,SES00915,Product View,2026-06-17 04:18:21,Tablet,West,Email,Fashion,Online,0.0,Yes
USR00915,SES00915,Add To Cart,2026-06-17 04:25:21,Desktop,South,Organic,Beauty,Card,0.0,Yes
USR00916,SES00916,Visit,2026-05-25 08:05:47,Desktop,South,Friends,Fashion,Online,0.0,No
USR00916,SES00916,Product View,2026-05-25 08:08:47,Mobile,East,Friends,Beauty,Online,0.0,No
USR00917,SES00917,Visit,2026-06-04 11:39:03,Mobile,South,Google Ads,Sport,Credit Card,0.0,No
USR00918,SES00918,Visit,2026-06-16 01:13:04,Mobile,South,Social Media,Electronics,Credit Card,0.0,Yes
USR00919,SES00919,Visit,2026-06-02 20:42:13,Tablet,West,Friends,Home,Credit Card,0.0,Yes
USR00920,SES00920,Visit,2026-06-23 01:51:45,Desktop,West,Friends,Sport,Card,0.0,Yes
USR00921,SES00921,Visit,2026-06-24 10:31:53,Tablet,South,Social Media,Home,Card,0.0,Yes
USR00922,SES00922,Visit,2026-05-30 21:08:22,Tablet,East,Social Media,Home,Card,0.0,No
USR00922,SES00922,Product View,2026-05-30 21:13:22,Tablet,South,Email,Beauty,Credit Card,0.0,No
USR00922,SES00922,Add To Cart,2026-05-30 21:18:22,Tablet,Norht,Organic,Electronics,Card,0.0,No
USR00922,SES00922,Purchase,2026-05-30 21:20:22,Tablet,Norht,Google Ads,Beauty,Online,829.76,No
USR00923,SES00923,Visit,2026-06-10 04:34:24,Desktop,East,Social Media,Fashion,Credit Card,0.0,No
USR00924,SES00924,Visit,2026-06-04 18:29:07,Tablet,Norht,Google Ads,Home,Credit Card,0.0,Yes
USR00925,SES00925,Visit,2026-06-02 07:16:56,Mobile,South,Email,Beauty,Card,0.0,Yes
USR00926,SES00926,Visit,2026-06-24 09:19:27,Tablet,South,Email,Electronics,Card,0.0,Yes
USR00927,SES00927,Visit,2026-06-11 09:35:47,Tablet,West,Google Ads,Sport,Online,0.0,Yes
USR00928,SES00928,Visit,2026-06-17 19:37:21,Tablet,East,Organic,Sport,Online,0.0,No
USR00928,SES00928,Product View,2026-06-17 19:39:21,Tablet,West,Email,Sport,Card,0.0,No
USR00928,SES00928,Add To Cart,2026-06-17 19:43:21,Tablet,South,Email,Fashion,Card,0.0,No
USR00928,SES00928,Purchase,2026-06-17 19:50:21,Mobile,South,Social Media,Fashion,Card,886.5,No
USR00929,SES00929,Visit,2026-06-24 04:44:14,Tablet,East,Organic,Fashion,Card,0.0,Yes
USR00929,SES00929,Product View,2026-06-24 04:51:14,Tablet,South,Google Ads,Home,Credit Card,0.0,Yes
USR00930,SES00930,Visit,2026-05-29 12:47:20,Desktop,East,Social Media,Home,Credit Card,0.0,No
USR00930,SES00930,Product View,2026-05-29 12:50:20,Desktop,East,Friends,Beauty,Card,0.0,No
USR00930,SES00930,Add To Cart,2026-05-29 12:55:20,Desktop,Norht,Social Media,Sport,Online,0.0,No
USR00930,SES00930,Purchase,2026-05-29 12:57:20,Desktop,East,Google Ads,Fashion,Card,1724.03,No
USR00931,SES00931,Visit,2026-06-10 02:04:28,Desktop,South,Organic,Electronics,Online,0.0,Yes
USR00932,SES00932,Visit,2026-06-05 16:18:26,Tablet,West,Organic,Fashion,Credit Card,0.0,Yes
USR00933,SES00933,Visit,2026-06-07 14:44:52,Mobile,Norht,Email,Fashion,Card,0.0,No
USR00933,SES00933,Product View,2026-06-07 14:50:52,Tablet,South,Email,Beauty,Card,0.0,No
USR00934,SES00934,Visit,2026-05-29 08:49:30,Desktop,Norht,Google Ads,Beauty,Credit Card,0.0,Yes
USR00935,SES00935,Visit,2026-05-27 10:41:42,Desktop,East,Social Media,Fashion,Online,0.0,Yes
USR00935,SES00935,Product View,2026-05-27 10:48:42,Tablet,East,Organic,Home,Online,0.0,Yes
USR00936,SES00936,Visit,2026-06-23 00:32:00,Mobile,East,Google Ads,Sport,Card,0.0,Yes
USR00936,SES00936,Product View,2026-06-23 00:39:00,Mobile,South,Email,Sport,Credit Card,0.0,Yes
USR00936,SES00936,Add To Cart,2026-06-23 00:45:00,Desktop,West,Social Media,Sport,Card,0.0,Yes
USR00937,SES00937,Visit,2026-06-13 04:48:22,Tablet,South,Friends,Beauty,Online,0.0,Yes
USR00938,SES00938,Visit,2026-06-23 15:35:41,Tablet,East,Email,Home,Credit Card,0.0,Yes
USR00938,SES00938,Product View,2026-06-23 15:38:41,Mobile,West,Organic,Electronics,Card,0.0,Yes
USR00939,SES00939,Visit,2026-06-16 14:53:45,Desktop,South,Friends,Fashion,Card,0.0,No
USR00939,SES00939,Product View,2026-06-16 14:59:45,Tablet,Norht,Organic,Home,Credit Card,0.0,No
USR00940,SES00940,Visit,2026-06-17 05:19:25,Tablet,West,Email,Fashion,Card,0.0,Yes
USR00940,SES00940,Product View,2026-06-17 05:23:25,Tablet,West,Email,Sport,Online,0.0,Yes
USR00941,SES00941,Visit,2026-05-28 05:00:10,Tablet,East,Google Ads,Sport,Credit Card,0.0,Yes
USR00941,SES00941,Product View,2026-05-28 05:07:10,Mobile,East,Google Ads,Fashion,Credit Card,0.0,Yes
USR00941,SES00941,Add To Cart,2026-05-28 05:11:10,Desktop,West,Friends,Fashion,Credit Card,0.0,Yes
USR00942,SES00942,Visit,2026-06-19 04:45:37,Desktop,East,Organic,Fashion,Card,0.0,Yes
USR00942,SES00942,Product View,2026-06-19 04:49:37,Tablet,West,Social Media,Beauty,Credit Card,0.0,Yes
USR00942,SES00942,Add To Cart,2026-06-19 04:52:37,Mobile,Norht,Email,Electronics,Credit Card,0.0,Yes
USR00943,SES00943,Visit,2026-06-07 19:12:18,Mobile,South,Friends,Fashion,Credit Card,0.0,Yes
USR00943,SES00943,Product View,2026-06-07 19:15:18,Mobile,East,Google Ads,Fashion,Credit Card,0.0,Yes
USR00944,SES00944,Visit,2026-06-22 19:47:21,Desktop,South,Friends,Fashion,Online,0.0,No
USR00944,SES00944,Product View,2026-06-22 19:51:21,Tablet,West,Email,Home,Online,0.0,No
USR00944,SES00944,Add To Cart,2026-06-22 19:57:21,Desktop,South,Google Ads,Home,Online,0.0,No
USR00944,SES00944,Purchase,2026-06-22 20:01:21,Mobile,West,Social Media,Electronics,Card,823.03,No
USR00945,SES00945,Visit,2026-06-10 01:07:00,Desktop,East,Google Ads,Beauty,Credit Card,0.0,Yes
USR00945,SES00945,Product View,2026-06-10 01:14:00,Tablet,West,Social Media,Electronics,Card,0.0,Yes
USR00946,SES00946,Visit,2026-06-24 03:35:25,Desktop,East,Social Media,Beauty,Card,0.0,Yes
USR00946,SES00946,Product View,2026-06-24 03:41:25,Tablet,Norht,Organic,Fashion,Credit Card,0.0,Yes
USR00947,SES00947,Visit,2026-06-22 00:36:49,Desktop,South,Google Ads,Fashion,Card,0.0,No
USR00947,SES00947,Product View,2026-06-22 00:39:49,Mobile,South,Google Ads,Electronics,Credit Card,0.0,No
USR00948,SES00948,Visit,2026-06-04 14:31:28,Tablet,West,Organic,Fashion,Online,0.0,Yes
USR00948,SES00948,Product View,2026-06-04 14:38:28,Tablet,South,Friends,Home,Online,0.0,Yes
USR00949,SES00949,Visit,2026-06-05 01:11:59,Mobile,East,Google Ads,Home,Online,0.0,Yes
USR00949,SES00949,Product View,2026-06-05 01:13:59,Tablet,West,Friends,Beauty,Online,0.0,Yes
USR00950,SES00950,Visit,2026-05-27 13:21:41,Mobile,Norht,Google Ads,Beauty,Card,0.0,Yes
USR00950,SES00950,Product View,2026-05-27 13:27:41,Tablet,West,Google Ads,Home,Card,0.0,Yes
USR00951,SES00951,Visit,2026-06-09 13:15:57,Tablet,Norht,Email,Beauty,Credit Card,0.0,Yes
USR00951,SES00951,Product View,2026-06-09 13:20:57,Tablet,East,Friends,Home,Card,0.0,Yes
USR00951,SES00951,Add To Cart,2026-06-09 13:23:57,Desktop,East,Organic,Sport,Card,0.0,Yes
USR00952,SES00952,Visit,2026-06-02 11:39:10,Tablet,East,Friends,Sport,Credit Card,0.0,Yes
USR00953,SES00953,Visit,2026-06-06 23:27:27,Desktop,West,Friends,Beauty,Online,0.0,Yes
USR00953,SES00953,Product View,2026-06-06 23:34:27,Mobile,South,Organic,Electronics,Credit Card,0.0,Yes
USR00954,SES00954,Visit,2026-05-25 04:21:28,Desktop,South,Email,Electronics,Card,0.0,Yes
USR00954,SES00954,Product View,2026-05-25 04:28:28,Desktop,West,Social Media,Sport,Online,0.0,Yes
USR00955,SES00955,Visit,2026-05-26 22:38:05,Tablet,West,Google Ads,Electronics,Card,0.0,Yes
USR00955,SES00955,Product View,2026-05-26 22:45:05,Tablet,Norht,Google Ads,Home,Online,0.0,Yes
USR00956,SES00956,Visit,2026-06-22 19:37:48,Tablet,Norht,Friends,Fashion,Online,0.0,No
USR00956,SES00956,Product View,2026-06-22 19:39:48,Tablet,South,Social Media,Home,Card,0.0,No
USR00957,SES00957,Visit,2026-06-13 14:46:58,Tablet,West,Social Media,Beauty,Online,0.0,No
USR00958,SES00958,Visit,2026-05-28 12:35:08,Tablet,West,Friends,Sport,Online,0.0,Yes
USR00959,SES00959,Visit,2026-06-08 02:40:38,Desktop,East,Organic,Electronics,Credit Card,0.0,Yes
USR00959,SES00959,Product View,2026-06-08 02:45:38,Desktop,West,Email,Home,Online,0.0,Yes
USR00960,SES00960,Visit,2026-05-25 13:51:43,Desktop,Norht,Organic,Fashion,Card,0.0,Yes
USR00961,SES00961,Visit,2026-06-16 12:44:05,Mobile,West,Friends,Electronics,Online,0.0,Yes
USR00961,SES00961,Product View,2026-06-16 12:48:05,Desktop,Norht,Social Media,Sport,Credit Card,0.0,Yes
USR00962,SES00962,Visit,2026-06-04 20:51:39,Desktop,West,Google Ads,Electronics,Card,0.0,No
USR00962,SES00962,Product View,2026-06-04 20:54:39,Mobile,East,Email,Home,Card,0.0,No
USR00962,SES00962,Add To Cart,2026-06-04 21:01:39,Desktop,South,Organic,Electronics,Credit Card,0.0,No
USR00962,SES00962,Purchase,2026-06-04 21:05:39,Tablet,East,Google Ads,Home,Online,335.92,No
USR00963,SES00963,Visit,2026-06-17 22:42:45,Mobile,West,Google Ads,Home,Credit Card,0.0,Yes
USR00963,SES00963,Product View,2026-06-17 22:47:45,Tablet,West,Email,Sport,Credit Card,0.0,Yes
USR00964,SES00964,Visit,2026-06-19 20:41:09,Tablet,East,Friends,Fashion,Card,0.0,Yes
USR00964,SES00964,Product View,2026-06-19 20:45:09,Desktop,Norht,Social Media,Fashion,Card,0.0,Yes
USR00965,SES00965,Visit,2026-06-19 11:29:12,Tablet,West,Organic,Home,Online,0.0,Yes
USR00965,SES00965,Product View,2026-06-19 11:32:12,Mobile,South,Google Ads,Sport,Card,0.0,Yes
USR00966,SES00966,Visit,2026-06-15 21:47:41,Mobile,Norht,Email,Home,Credit Card,0.0,Yes
USR00966,SES00966,Product View,2026-06-15 21:54:41,Tablet,East,Organic,Home,Credit Card,0.0,Yes
USR00966,SES00966,Add To Cart,2026-06-15 21:56:41,Desktop,East,Organic,Electronics,Online,0.0,Yes
USR00967,SES00967,Visit,2026-06-12 11:53:30,Desktop,West,Social Media,Beauty,Card,0.0,Yes
USR00968,SES00968,Visit,2026-05-29 11:29:16,Mobile,South,Friends,Home,Online,0.0,Yes
USR00968,SES00968,Product View,2026-05-29 11:32:16,Mobile,South,Friends,Fashion,Online,0.0,Yes
USR00969,SES00969,Visit,2026-06-18 10:50:52,Desktop,West,Email,Fashion,Credit Card,0.0,Yes
USR00969,SES00969,Product View,2026-06-18 10:57:52,Desktop,South,Google Ads,Home,Online,0.0,Yes
USR00969,SES00969,Add To Cart,2026-06-18 11:03:52,Tablet,Norht,Friends,Electronics,Credit Card,0.0,Yes
USR00970,SES00970,Visit,2026-06-12 00:43:06,Mobile,West,Email,Beauty,Credit Card,0.0,Yes
USR00970,SES00970,Product View,2026-06-12 00:50:06,Mobile,South,Organic,Sport,Credit Card,0.0,Yes
USR00971,SES00971,Visit,2026-06-01 07:09:40,Tablet,East,Friends,Electronics,Credit Card,0.0,Yes
USR00972,SES00972,Visit,2026-06-06 02:32:57,Mobile,Norht,Friends,Fashion,Credit Card,0.0,Yes
USR00973,SES00973,Visit,2026-05-31 11:57:55,Tablet,East,Friends,Sport,Credit Card,0.0,Yes
USR00973,SES00973,Product View,2026-05-31 12:04:55,Mobile,Norht,Social Media,Sport,Credit Card,0.0,Yes
USR00974,SES00974,Visit,2026-05-28 02:13:15,Tablet,Norht,Friends,Fashion,Online,0.0,No
USR00974,SES00974,Product View,2026-05-28 02:18:15,Mobile,South,Friends,Home,Credit Card,0.0,No
USR00974,SES00974,Add To Cart,2026-05-28 02:23:15,Tablet,South,Social Media,Electronics,Card,0.0,No
USR00974,SES00974,Purchase,2026-05-28 02:30:15,Desktop,South,Google Ads,Fashion,Online,1040.84,No
USR00975,SES00975,Visit,2026-06-18 01:06:29,Desktop,West,Friends,Sport,Credit Card,0.0,Yes
USR00975,SES00975,Product View,2026-06-18 01:09:29,Desktop,South,Google Ads,Beauty,Online,0.0,Yes
USR00976,SES00976,Visit,2026-06-18 13:18:08,Mobile,West,Google Ads,Home,Online,0.0,Yes
USR00976,SES00976,Product View,2026-06-18 13:25:08,Tablet,South,Google Ads,Fashion,Card,0.0,Yes
USR00977,SES00977,Visit,2026-05-25 10:37:46,Desktop,Norht,Google Ads,Beauty,Online,0.0,No
USR00978,SES00978,Visit,2026-06-07 12:46:59,Mobile,South,Friends,Beauty,Credit Card,0.0,Yes
USR00978,SES00978,Product View,2026-06-07 12:52:59,Mobile,East,Google Ads,Beauty,Card,0.0,Yes
USR00979,SES00979,Visit,2026-06-21 19:22:44,Mobile,Norht,Google Ads,Home,Online,0.0,No
USR00979,SES00979,Product View,2026-06-21 19:28:44,Desktop,East,Email,Electronics,Card,0.0,No
USR00979,SES00979,Add To Cart,2026-06-21 19:31:44,Mobile,West,Social Media,Beauty,Card,0.0,No
USR00979,SES00979,Purchase,2026-06-21 19:33:44,Desktop,Norht,Email,Electronics,Online,686.01,No
USR00980,SES00980,Visit,2026-06-19 13:44:56,Mobile,East,Friends,Fashion,Online,0.0,Yes
USR00980,SES00980,Product View,2026-06-19 13:49:56,Mobile,West,Email,Sport,Credit Card,0.0,Yes
USR00981,SES00981,Visit,2026-06-22 07:23:17,Mobile,East,Email,Fashion,Card,0.0,Yes
USR00981,SES00981,Product View,2026-06-22 07:25:17,Mobile,West,Social Media,Electronics,Online,0.0,Yes
USR00982,SES00982,Visit,2026-06-10 03:45:35,Mobile,Norht,Google Ads,Electronics,Card,0.0,Yes
USR00982,SES00982,Product View,2026-06-10 03:51:35,Mobile,East,Social Media,Beauty,Card,0.0,Yes
USR00983,SES00983,Visit,2026-06-08 15:55:13,Desktop,Norht,Social Media,Home,Credit Card,0.0,Yes
USR00983,SES00983,Product View,2026-06-08 15:58:13,Desktop,West,Organic,Fashion,Online,0.0,Yes
USR00984,SES00984,Visit,2026-05-31 04:51:17,Mobile,Norht,Social Media,Electronics,Online,0.0,No
USR00984,SES00984,Product View,2026-05-31 04:53:17,Mobile,West,Email,Beauty,Card,0.0,No
USR00984,SES00984,Add To Cart,2026-05-31 05:00:17,Mobile,South,Email,Fashion,Online,0.0,No
USR00984,SES00984,Purchase,2026-05-31 05:05:17,Desktop,Norht,Google Ads,Beauty,Online,527.8,No
USR00985,SES00985,Visit,2026-06-18 01:10:06,Desktop,West,Email,Electronics,Online,0.0,No
USR00985,SES00985,Product View,2026-06-18 01:13:06,Tablet,West,Organic,Sport,Card,0.0,No
USR00986,SES00986,Visit,2026-06-05 14:37:37,Tablet,South,Friends,Beauty,Credit Card,0.0,Yes
USR00986,SES00986,Product View,2026-06-05 14:41:37,Tablet,West,Organic,Electronics,Credit Card,0.0,Yes
USR00987,SES00987,Visit,2026-05-25 08:06:35,Desktop,East,Email,Sport,Credit Card,0.0,No
USR00987,SES00987,Product View,2026-05-25 08:13:35,Mobile,East,Friends,Beauty,Card,0.0,No
USR00988,SES00988,Visit,2026-06-20 12:31:53,Desktop,South,Organic,Fashion,Online,0.0,Yes
USR00988,SES00988,Product View,2026-06-20 12:36:53,Mobile,Norht,Organic,Home,Credit Card,0.0,Yes
USR00989,SES00989,Visit,2026-06-04 21:54:02,Tablet,West,Friends,Fashion,Online,0.0,Yes
USR00990,SES00990,Visit,2026-06-24 00:25:19,Tablet,South,Email,Fashion,Credit Card,0.0,Yes
USR00990,SES00990,Product View,2026-06-24 00:28:19,Mobile,West,Email,Home,Credit Card,0.0,Yes
USR00991,SES00991,Visit,2026-06-19 07:54:32,Desktop,South,Google Ads,Fashion,Card,0.0,Yes
USR00992,SES00992,Visit,2026-05-28 13:22:04,Tablet,East,Friends,Fashion,Card,0.0,No
USR00992,SES00992,Product View,2026-05-28 13:29:04,Mobile,Norht,Friends,Beauty,Credit Card,0.0,No
USR00992,SES00992,Add To Cart,2026-05-28 13:36:04,Mobile,South,Social Media,Sport,Card,0.0,No
USR00992,SES00992,Purchase,2026-05-28 13:40:04,Mobile,East,Organic,Electronics,Credit Card,1039.07,No
USR00993,SES00993,Visit,2026-06-14 00:34:04,Mobile,South,Friends,Electronics,Credit Card,0.0,Yes
USR00994,SES00994,Visit,2026-06-18 10:16:20,Desktop,Norht,Social Media,Beauty,Online,0.0,Yes
USR00995,SES00995,Visit,2026-06-18 07:43:50,Desktop,South,Google Ads,Sport,Credit Card,0.0,Yes
USR00995,SES00995,Product View,2026-06-18 07:50:50,Desktop,South,Email,Electronics,Card,0.0,Yes
USR00996,SES00996,Visit,2026-06-21 23:11:06,Tablet,West,Organic,Home,Card,0.0,No
USR00996,SES00996,Product View,2026-06-21 23:18:06,Desktop,Norht,Google Ads,Electronics,Credit Card,0.0,No
USR00997,SES00997,Visit,2026-05-24 14:13:45,Desktop,West,Google Ads,Beauty,Credit Card,0.0,Yes
USR00997,SES00997,Product View,2026-05-24 14:20:45,Desktop,South,Social Media,Beauty,Card,0.0,Yes
USR00998,SES00998,Visit,2026-05-29 03:32:20,Tablet,East,Organic,Sport,Credit Card,0.0,Yes
USR00999,SES00999,Visit,2026-05-30 21:48:48,Mobile,Norht,Google Ads,Sport,Online,0.0,Yes
USR00999,SES00999,Product View,2026-05-30 21:52:48,Tablet,South,Social Media,Beauty,Card,0.0,Yes
USR01000,SES01000,Visit,2026-06-17 08:49:11,Mobile,East,Email,Sport,Credit Card,0.0,No
USR01000,SES01000,Product View,2026-06-17 08:52:11,Tablet,East,Social Media,Electronics,Credit Card,0.0,No
USR00001,SES00001,Visit,2026-06-08 12:34:56,Tablet,East,Email,Fashion,Online,0.0,Yes
